day,energy_sum,HouseCount,avg_energy,temperatureMax,windBearing,dewPoint,cloudCover,windSpeed,pressure,apparentTemperatureHigh,visibility,humidity,apparentTemperatureLow,apparentTemperatureMax,uvIndex,temperatureLow,temperatureMin,temperatureHigh,apparentTemperatureMin,moonPhase
2013-03-04,61790.172995,5357,11.534473211685645,8.99,89,0.86,0.27,3.66,1013.74,6.17,7.02,0.78,1.27,6.17,2.0,1.87,2.14,8.99,-1.41,0.74
2013-03-05,58676.8110046,5395,10.876146618090825,16.06,131,3.28,0.12,1.6,1004.57,16.06,8.11,0.74,6.51,16.06,2.0,7.65,1.87,16.06,1.49,0.77
2013-03-06,57897.6959891,5419,10.684202987470012,13.14,77,4.95,0.17,2.41,1000.69,13.14,8.37,0.72,6.67,13.14,2.0,7.43,7.65,13.14,6.51,0.81
2013-03-07,59084.7270013,5414,10.913322312763206,9.63,84,7.51,0.68,2.2,996.96,7.99,2.78,0.93,6.61,7.99,2.0,8.19,7.43,9.63,6.67,0.85
2013-03-08,59018.815998599996,5393,10.943596513740033,9.61,54,8.38,0.83,1.75,997.56,9.04,1.93,0.96,4.18,9.04,2.0,5.86,8.02,9.61,6.61,0.89
2013-03-09,62626.4459937,5414,11.567500183542666,8.01,341,4.62,0.84,2.52,1002.41,4.87,5.68,0.9,-1.38,7.53,2.0,2.38,3.88,6.84,0.97,0.92
2013-03-10,69248.0609943,5402,12.81896723330248,3.45,39,-0.37,0.81,5.05,1005.94,-1.28,12.26,0.82,-6.92,0.33,2.0,-0.4,1.23,3.37,-4.03,0.96
2013-03-11,70638.0909982,5373,13.146862273999629,1.22,47,-4.67,0.6,8.17,1007.26,-6.46,10.83,0.73,-8.88,-4.11,2.0,-1.89,-1.57,0.04,-8.57,0.99
2013-03-12,69625.6109935,5410,12.869798704898336,3.86,32,-5.54,0.54,6.81,1008.83,-1.03,12.34,0.63,-2.39,-0.56,2.0,1.14,-1.89,3.86,-8.88,0.03
2013-03-13,65655.4289968,5415,12.124732963397967,6.42,338,-1.54,0.37,3.65,1010.59,3.01,13.04,0.73,-3.72,3.01,2.0,-0.91,1.14,6.42,-2.39,0.06
2013-03-14,63832.8679985,5411,11.796870818425429,6.56,294,-3.24,0.27,1.81,1015.57,5.17,10.54,0.67,-0.32,5.17,2.0,2.99,-0.91,6.56,-3.72,0.09
2013-03-15,61808.3670002,5310,11.639993785348398,8.27,207,2.72,0.65,5.82,1007.6,4.56,12.36,0.81,1.78,4.56,2.0,6.36,2.99,8.27,-0.32,0.12
2013-03-16,65724.1539969,5393,12.186937511014278,7.51,186,4.27,0.69,6.75,996.08,3.91,12.13,0.85,1.66,3.91,2.0,3.17,5.79,7.33,1.78,0.15
2013-03-17,68009.9480009,5400,12.594434814981481,7.3,192,3.16,0.64,2.1,990.34,5.13,11.52,0.88,-1.32,5.13,2.0,-0.22,2.36,7.3,-0.32,0.19
2013-03-18,63920.2060056,5403,11.830502684730705,7.35,87,2.21,0.5,0.73,991.02,7.06,7.97,0.91,2.2,7.06,2.0,3.33,-0.22,7.35,-1.32,0.22
2013-03-19,61235.030995299996,5368,11.407420081091653,7.72,81,1.92,0.59,1.56,997.51,5.81,8.32,0.83,0.18,5.81,2.0,2.37,2.81,7.72,0.65,0.25
2013-03-20,63154.3599941,5410,11.67363401,5.87,33,1.59,0.78,2.37,1006.74,3.49,5.73,0.86,-1.24,3.49,2.0,1.18,2.37,5.87,0.18,0.27
2013-03-21,62304.482001899996,5411,11.514411754185916,6.27,99,-0.18,0.61,4.73,1015.96,2.57,10.8,0.75,-2.8,2.57,2.0,2.59,1.18,6.27,-1.24,0.31
2013-03-22,65277.1399933,5403,12.081647231778641,5.01,89,0.38,0.69,7.92,1009.8,0.07,6.1,0.79,-4.41,0.07,3.0,0.95,2.59,5.01,-2.8,0.34
2013-03-23,71594.6399964,5339,13.409747142985578,3.06,75,0.43,0.85,6.42,1009.85,-3.59,3.73,0.92,-5.46,-2.27,2.0,0.14,0.92,1.45,-4.48,0.37
2013-03-24,76560.9390032,5396,14.188461638843586,1.53,63,-2.86,0.83,6.06,1012.85,-3.54,9.37,0.78,-4.71,-2.86,2.0,0.71,-0.32,1.23,-6.34,0.4
2013-03-25,70895.2349975,5404,13.119029422187268,1.81,55,-4.59,0.68,5.95,1014.28,-3.06,12.76,0.65,-4.31,-2.89,2.0,0.77,0.71,1.81,-4.96,0.43
2013-03-26,68943.4699881,5343,12.903513005446378,1.75,52,-4.69,0.69,4.99,1013.39,-2.29,12.81,0.65,-4.06,-2.29,2.0,-0.29,0.77,1.75,-4.31,0.46
2013-03-27,67367.5490003,5383,12.514870704124094,3.82,49,-4.47,0.48,3.95,1011.63,-0.19,12.86,0.64,-3.85,-0.19,3.0,-0.89,-0.29,3.82,-4.06,0.49
2013-03-28,65023.8199981,5390,12.063788496864564,4.08,37,-3.94,0.5,3.57,1012.3,0.31,11.64,0.66,-2.99,0.31,2.0,-0.52,-0.89,4.08,-3.85,0.54
2013-03-29,65973.6210054,5391,12.237733445631608,5.31,55,-4.23,0.59,3.52,1010.88,1.71,13.45,0.63,-2.65,1.71,3.0,0.94,-0.52,5.31,-2.99,0.57
2013-03-30,63596.7259971,5392,11.794645029135758,4.87,41,-2.47,0.66,3.61,1011.38,1.53,13.1,0.69,-2.11,1.53,3.0,-1.54,0.94,4.87,-2.65,0.61
2013-03-31,64530.6250086,5399,11.952329136617893,5.88,68,-3.45,0.57,5.5,1011.52,1.29,12.68,0.64,-4.26,1.29,3.0,0.04,1.1,5.88,-3.14,0.68
2013-03-31,64530.6250086,5399,11.952329136617893,4.96,67,-3.57,0.4,2.8,1014.56,1.64,12.67,0.68,-2.38,1.64,3.0,1.1,-1.54,4.96,-2.33,0.65
2013-04-01,64631.0800014,5389,11.993149007496752,7.71,54,-4.69,0.2,5.5,1014.63,3.74,13.02,0.57,-3.72,3.74,3.0,0.48,0.04,7.71,-4.26,0.72
2013-04-02,60639.3410009,5381,11.269158335049248,4.09,43,-3.7,0.45,5.84,1017.4,-0.73,13.1,0.64,-3.52,-0.57,3.0,0.98,0.48,4.09,-3.72,0.76
2013-04-03,64368.528997199996,5393,11.935569997626551,2.91,35,-2.06,0.55,5.76,1014.22,-1.95,10.8,0.74,-2.84,-1.57,3.0,1.88,0.98,2.91,-3.52,0.8
2013-04-04,65010.8699979,5301,12.263887945274476,7.34,32,-3.08,0.63,5.89,1015.19,3.68,13.08,0.61,-2.67,3.68,3.0,0.64,1.88,7.34,-2.8,0.83
2013-04-05,62446.0439986,5320,11.737978195225564,9.87,35,-2.24,0.23,2.75,1023.34,8.53,13.02,0.63,-1.21,8.53,3.0,-1.21,0.64,9.87,-2.67,0.87
2013-04-06,59828.0869982,5392,11.095713464057864,10.37,127,-2.76,0.4,2.04,1020.37,10.37,11.84,0.62,-0.38,10.37,3.0,3.47,-1.21,10.37,-1.21,0.9
2013-04-07,60201.3749971,5391,11.167014468020776,9.99,80,-0.36,0.36,4.97,1005.84,7.18,10.81,0.65,0.39,7.18,3.0,3.45,3.47,9.99,-0.38,0.94
2013-04-08,57170.4310048,5392,10.602824741246291,8.81,75,3.41,0.7,3.87,997.5,6.01,6.66,0.83,0.4,6.01,3.0,2.98,3.45,8.81,0.39,0.97
2013-04-09,58710.7820094,5382,10.908729470345596,10.59,94,3.18,0.61,1.07,1003.54,10.59,4.44,0.79,2.89,10.59,4.0,5.93,2.98,10.59,0.4,0.01
2013-04-10,56040.367998199996,5389,10.399029133085914,11.3,90,6.18,0.69,2.28,997.1,11.3,6.07,0.9,4.87,11.3,3.0,7.09,5.93,11.3,2.98,0.04
2013-04-11,56925.6639953,5384,10.573117383971026,11.51,227,6.92,0.54,3.04,997.53,11.51,11.62,0.87,3.3,11.51,3.0,4.92,7.09,11.51,4.87,0.07
2013-04-12,55807.7709999,5379,10.375120096653653,11.42,195,7.01,0.57,4.42,1011.09,11.29,11.06,0.87,10.92,11.42,3.0,10.92,4.92,11.29,3.3,0.1
2013-04-13,56408.0409974,5352,10.539619020440956,19.88,204,9.24,0.45,6.56,1013.12,19.88,12.36,0.7,10.88,19.88,4.0,10.88,11.49,19.88,11.49,0.13
2013-04-14,54013.1229917,5380,10.039613938977695,15.43,220,7.8,0.42,5.4,1016.86,15.43,12.96,0.72,7.26,15.43,4.0,9.63,10.08,15.43,10.08,0.16
2013-04-15,50107.2649954,5371,9.329224538335506,16.55,218,6.83,0.4,5.75,1015.5,16.55,12.52,0.7,8.26,16.55,4.0,9.66,9.63,16.55,7.26,0.19
2013-04-16,49505.5209941,5355,9.244728476956116,17.95,203,9.18,0.54,5.53,1014.48,17.95,10.8,0.77,5.39,17.95,4.0,9.13,9.66,17.95,8.26,0.22
2013-04-17,48447.0059969,5282,9.172095039170769,14.11,237,4.05,0.35,8.12,1013.1,14.11,12.81,0.64,3.88,14.11,4.0,7.08,8.48,14.11,5.27,0.25
2013-04-18,49648.014999,5358,9.266146882978724,11.95,301,3.68,0.47,2.33,1025.56,11.95,13.12,0.69,2.88,11.95,4.0,2.88,6.17,11.95,3.88,0.28
2013-04-19,50811.789001,5370,9.462158100744878,13.14,87,1.01,0.16,2.21,1032.63,13.14,12.07,0.66,1.46,13.14,5.0,1.46,2.88,13.14,2.88,0.31
2013-04-20,50356.5489982,5299,9.503028684317796,14.12,242,0.96,0.28,2.14,1021.92,14.12,12.79,0.64,5.12,14.12,4.0,6.91,1.46,14.12,1.46,0.35
2013-04-21,53362.5710036,5333,10.006107444890306,14.32,226,5.68,0.66,4.12,1016.11,14.32,12.04,0.74,10.02,14.32,4.0,10.02,6.91,14.32,5.12,0.38
2013-04-22,50208.2869944,5331,9.418174262689927,20.25,258,8.31,0.46,3.48,1019.23,20.25,12.5,0.68,8.49,20.25,5.0,9.45,10.02,20.25,10.02,0.41
2013-04-23,46589.1180015,5375,8.667742883999999,19.35,234,9.87,0.33,3.03,1023.67,19.35,11.96,0.74,11.38,19.35,4.0,11.38,9.45,19.35,8.49,0.45
2013-04-24,45496.6900007,5342,8.516789592044178,22.08,231,10.36,0.27,3.2,1020.93,22.08,10.17,0.72,5.04,22.08,5.0,7.05,11.38,22.08,11.38,0.48
2013-04-25,44227.9549997,5344,8.276189184075598,13.28,329,3.07,0.51,3.42,1015.24,12.06,12.12,0.65,1.82,13.28,5.0,4.02,7.05,12.06,5.04,0.52
2013-04-26,46647.4989982,5317,8.773274214444235,10.36,6,1.85,0.39,2.7,1015.1,10.36,13.16,0.71,1.61,10.36,5.0,1.61,4.02,10.36,1.82,0.56
2013-04-27,50902.416,5335,9.541221368322399,11.59,233,0.63,0.27,3.27,1017.0,11.59,12.49,0.64,4.92,11.59,5.0,7.98,1.61,11.59,1.61,0.6
2013-04-28,53515.9760085,5347,10.00859846801945,13.41,266,2.25,0.45,4.51,1016.36,13.41,13.18,0.59,4.61,13.41,4.0,5.94,7.98,13.41,4.92,0.63
2013-04-29,48572.0990003,5356,9.06872647503734,13.71,42,2.28,0.22,2.84,1024.5,13.71,13.15,0.62,2.32,13.71,5.0,4.42,5.94,13.71,4.3,0.67
2013-04-30,47024.124003,5315,8.847436312888052,16.32,50,1.83,0.26,2.95,1024.26,16.32,12.7,0.62,3.39,16.32,5.0,5.43,4.42,16.32,2.32,0.71
2013-05-01,46757.4589997,5305,8.81384712529689,16.96,52,-1.68,0.2,2.9,1022.7,16.96,15.34,0.43,4.48,16.96,5.0,4.48,5.43,16.96,3.39,0.75
2013-05-02,45473.698997399995,5306,8.570241047380323,19.71,265,3.28,0.34,2.71,1019.76,19.71,14.76,0.56,5.78,19.71,5.0,8.05,4.48,19.71,4.48,0.78
2013-05-03,44960.6150023,5350,8.403853271457944,16.31,241,5.3,0.34,5.16,1017.3,16.31,13.24,0.64,5.5,16.31,4.0,6.87,8.05,16.31,5.78,0.82
2013-05-04,47436.9349906,5336,8.88998032057721,17.79,243,7.17,0.36,2.26,1021.76,17.79,12.91,0.68,10.48,17.79,4.0,10.48,6.87,17.79,5.5,0.85
2013-05-05,46859.8800014,5312,8.821513554480422,20.99,187,8.15,0.22,1.13,1020.13,20.99,13.5,0.63,8.63,20.99,5.0,8.63,10.48,20.99,10.48,0.89
2013-05-06,46386.101997,5363,8.649282490583628,19.82,107,6.68,0.16,2.07,1016.51,19.82,14.19,0.6,11.72,19.82,5.0,11.72,8.63,19.82,8.63,0.92
2013-05-07,44507.762996699996,5356,8.309888535604928,16.81,209,9.65,0.52,3.21,1007.4,16.81,9.8,0.77,5.0,16.81,4.0,7.28,11.33,16.81,11.33,0.95
2013-05-08,45373.988998299996,5338,8.500185275065567,14.28,214,5.48,0.47,7.13,1008.69,14.28,11.97,0.71,10.18,14.28,4.0,10.18,7.28,14.28,5.0,0.99
2013-05-09,46517.9020008,5342,8.707956196330962,17.17,237,7.43,0.63,6.74,1010.14,17.17,12.39,0.72,4.92,17.17,5.0,7.06,10.2,17.17,10.2,0.02
2013-05-10,46103.5069973,5359,8.603005597555514,13.18,245,5.99,0.56,4.83,1010.93,13.18,12.2,0.78,2.44,13.18,4.0,6.04,7.06,13.18,4.29,0.05
2013-05-11,49730.444003,5362,9.274607236665423,14.81,251,5.66,0.44,5.33,1014.56,14.81,12.05,0.76,10.87,14.81,6.0,10.87,6.04,14.81,2.44,0.08
2013-05-12,52576.5570017,5356,9.816384802408514,14.06,252,5.51,0.61,6.61,1011.68,14.06,11.93,0.68,4.53,14.06,5.0,7.36,7.45,14.06,4.53,0.11
2013-05-13,47152.2429977,5342,8.82670217104081,10.94,199,5.73,0.67,3.97,1003.62,10.94,11.38,0.8,2.67,10.94,4.0,7.0,7.36,10.94,4.75,0.14
2013-05-14,49752.6220031,5354,9.292607770470676,13.64,216,4.12,0.71,5.86,994.19,13.64,11.97,0.71,4.17,13.64,4.0,4.17,7.0,13.64,2.67,0.17
2013-05-15,49660.4520025,5358,9.268468085572975,15.13,135,4.78,0.36,1.64,999.92,15.13,10.93,0.74,6.9,15.13,5.0,7.2,4.17,15.13,4.17,0.2
2013-05-16,46943.9309992,5301,8.85567458954914,11.3,27,5.77,0.6,2.35,1005.87,11.3,11.54,0.76,7.62,11.3,4.0,9.12,7.2,11.3,6.9,0.23
2013-05-17,49182.7939938,5339,9.211986138565274,14.56,293,5.68,0.59,1.94,1008.08,14.56,11.93,0.67,8.56,14.56,4.0,8.91,9.12,14.56,7.62,0.26
2013-05-18,48381.3009981,5280,9.16312518903409,17.85,32,7.71,0.32,2.12,1011.12,17.85,11.1,0.7,11.38,17.85,5.0,11.38,8.91,17.85,8.56,0.3
2013-05-19,49458.7280027,5352,9.241167414555306,16.87,335,11.42,0.81,3.7,1011.37,16.77,7.31,0.84,12.44,16.87,4.0,12.44,11.38,16.77,11.38,0.33
2013-05-20,48261.257999099995,5346,9.027545454377103,16.22,357,9.39,0.79,4.21,1015.56,13.49,10.78,0.78,10.1,16.22,4.0,10.1,12.01,13.49,12.01,0.36
2013-05-21,46849.561004899995,5340,8.773326030880149,14.02,309,5.89,0.74,3.25,1018.45,14.02,11.68,0.7,3.51,14.02,4.0,6.27,9.58,14.02,7.13,0.4
2013-05-22,47242.550992799996,5345,8.838643777885874,10.26,316,1.88,0.49,4.18,1013.55,10.26,12.54,0.65,1.79,10.26,6.0,5.43,6.27,10.26,3.51,0.44
2013-05-23,47240.9459983,5298,8.916750849056248,8.21,301,4.4,0.65,2.24,1009.4,6.24,11.89,0.84,3.19,6.24,4.0,5.64,5.43,8.21,1.79,0.47
2013-05-24,51111.072994199996,5342,9.567778546274802,14.87,359,3.72,0.32,3.46,1020.26,14.87,12.21,0.67,4.49,14.87,5.0,6.24,5.64,14.87,3.19,0.51
2013-05-25,47722.2249962,5345,8.928386341665107,18.82,288,3.14,0.34,2.79,1018.43,18.82,14.76,0.55,4.68,18.82,6.0,6.32,6.24,18.82,4.49,0.55
2013-05-26,45574.8339927,5307,8.587683058733747,17.28,212,4.06,0.29,4.34,1009.15,17.28,13.63,0.58,9.29,17.28,6.0,9.97,6.32,17.28,4.68,0.59
2013-05-27,45624.0349966,5328,8.563069631493994,12.13,130,8.67,0.67,1.48,1000.65,11.88,9.37,0.86,7.59,12.13,4.0,8.38,9.78,11.88,9.12,0.62
2013-05-28,47952.8930039,5323,9.008621642663911,12.79,310,8.79,0.76,2.14,1004.27,12.79,9.24,0.87,10.79,12.79,4.0,10.79,8.38,12.79,7.59,0.66
2013-05-29,48546.5009965,5318,9.128713989563746,14.69,351,10.28,0.94,3.44,1010.33,14.69,8.71,0.86,11.27,14.69,4.0,11.27,10.79,14.69,10.79,0.7
2013-05-30,48399.253001,5342,9.06013721471359,21.68,340,10.44,0.54,3.45,1017.87,21.68,10.59,0.72,10.77,21.68,6.0,10.77,11.27,21.68,11.27,0.73
2013-05-31,44822.2079971,5302,8.453830252187853,17.34,334,7.56,0.38,3.35,1022.85,17.34,12.7,0.65,8.97,17.34,5.0,9.72,10.77,17.34,10.77,0.77
2013-06-01,45353.4350004,5347,8.482033850832243,18.83,351,5.82,0.27,2.4,1028.53,18.83,13.42,0.59,7.24,18.83,5.0,7.24,9.72,18.83,8.97,0.8
2013-06-02,46714.2980026,5341,8.746357985882794,18.66,62,6.34,0.26,2.84,1031.47,18.66,13.28,0.66,6.1,18.66,6.0,7.64,7.24,18.66,7.24,0.84
2013-06-03,43386.722998,5345,8.117254068849391,20.07,44,6.01,0.27,4.16,1027.0,20.07,14.65,0.6,6.8,20.07,7.0,8.96,7.64,20.07,6.1,0.87
2013-06-04,42875.8060019,5344,8.0231672907747,19.64,54,8.12,0.56,3.59,1021.53,19.64,13.31,0.71,6.66,19.64,5.0,8.73,8.96,19.64,6.8,0.9
2013-06-05,42688.0430001,5326,8.0150287270184,20.88,58,8.33,0.23,4.28,1021.53,20.88,13.34,0.68,10.02,20.88,3.0,10.02,8.73,20.88,6.66,0.93
2013-06-06,42061.3999957,5266,7.987352828655526,19.64,54,8.24,0.38,4.3,1023.0,19.64,14.39,0.66,6.88,19.64,6.0,9.16,10.02,19.64,10.02,0.97
2013-06-07,43080.2379933,5341,8.06594982087624,17.06,46,7.26,0.36,5.44,1021.44,17.06,12.44,0.69,10.29,17.06,6.0,10.29,9.16,17.06,6.88,0.99
2013-06-08,43627.1639974,5263,8.289409841801254,14.17,48,7.13,0.89,4.59,1016.69,14.17,12.38,0.72,10.61,14.17,4.0,10.61,10.29,14.17,10.29,0.03
2013-06-09,48787.509002499995,5330,9.153378799718574,14.56,79,6.35,0.95,1.67,1015.7,14.56,12.55,0.68,6.87,14.56,4.0,8.16,10.61,14.56,10.61,0.06
2013-06-10,45635.5929986,5324,8.571674116942148,16.96,172,10.87,0.61,3.0,1013.81,16.96,10.46,0.83,14.16,16.96,4.0,14.16,8.16,16.96,6.87,0.09
2013-06-11,45072.892001,5321,8.470755873144146,16.96,211,13.22,0.93,5.94,1011.39,17.01,10.86,0.86,13.03,17.01,5.0,13.03,14.16,16.96,14.16,0.12
2013-06-12,46100.874997,5315,8.673730008842897,17.59,234,10.14,0.78,6.8,1011.04,17.59,11.94,0.75,7.72,17.59,5.0,9.13,12.96,17.59,12.96,0.15
2013-06-13,45440.093001299996,5318,8.544583114197065,18.81,205,8.18,0.45,4.12,1016.14,18.81,13.05,0.69,11.01,18.81,5.0,11.01,9.13,18.81,7.72,0.18
2013-06-14,43401.4659999,5290,8.204435916805293,16.27,228,9.15,0.42,6.04,1008.6,16.27,12.18,0.74,11.46,16.27,5.0,11.46,11.01,16.27,11.01,0.21
2013-06-15,46129.129002099995,5328,8.6578695574512,17.34,216,8.74,0.42,3.05,1013.64,17.34,12.62,0.71,12.87,17.34,5.0,12.87,11.46,17.34,11.46,0.25
2013-06-16,47042.7080012,5326,8.832652647615472,20.4,69,9.59,0.5,4.6,1014.05,20.4,15.08,0.66,13.33,20.4,5.0,13.33,12.87,20.4,12.87,0.28
2013-06-17,43832.1059978,5324,8.23292749770849,20.33,85,13.19,0.4,0.97,1014.27,20.37,10.81,0.78,15.83,20.37,6.0,15.81,13.33,20.33,13.33,0.31
2013-06-18,42992.4249959,5238,8.20779400456281,25.56,31,15.19,0.31,0.95,1014.65,25.56,9.82,0.76,16.22,25.56,6.0,16.22,15.81,25.56,15.83,0.35
2013-06-19,42764.5910024,5321,8.036946251155797,20.19,102,14.68,0.47,1.34,1012.05,20.2,6.71,0.81,14.11,20.2,4.0,14.11,16.22,20.19,16.22,0.39
2013-06-20,43731.127000299995,5323,8.215503851268082,20.38,231,13.56,0.55,3.59,1010.05,20.38,10.03,0.81,12.01,20.38,5.0,12.01,14.11,20.38,14.11,0.42
2013-06-21,43037.509997299996,5321,8.08823717295621,17.54,218,11.12,0.67,6.78,1007.11,17.54,11.33,0.81,13.07,17.54,5.0,13.07,12.01,17.54,12.01,0.46
2013-06-22,44739.568998099996,5313,8.420773385676641,16.51,257,10.42,0.7,6.28,1009.25,16.51,12.38,0.76,10.62,16.51,5.0,10.62,12.62,16.51,12.62,0.51
2013-06-23,47991.140001499996,5317,9.025980816531877,16.1,290,7.04,0.52,4.16,1021.79,16.1,12.89,0.66,11.26,16.1,5.0,11.26,10.62,16.1,10.62,0.54
2013-06-24,44697.6349994,5314,8.411297515882573,18.76,319,6.54,0.42,1.95,1028.61,18.76,14.24,0.57,10.14,18.76,6.0,10.14,11.26,18.76,11.26,0.58
2013-06-25,42777.976996699996,5321,8.039461942623566,20.61,295,8.75,0.42,1.98,1029.89,20.61,13.53,0.64,12.2,20.61,6.0,12.2,10.14,20.61,10.14,0.61
2013-06-26,42792.9600013,5322,8.04076662933108,19.23,298,9.39,0.54,2.69,1026.49,19.23,12.13,0.69,12.56,19.23,5.0,12.56,12.2,19.23,12.2,0.65
2013-06-27,43106.6960012,5312,8.114965361671686,20.16,277,13.92,0.93,3.46,1019.73,20.25,10.35,0.87,13.42,20.25,4.0,13.42,12.56,20.16,12.56,0.69
2013-06-28,43598.717998299995,5261,8.28715415287968,21.19,312,9.2,0.35,3.36,1022.39,21.19,13.23,0.61,14.92,21.19,5.0,14.92,13.42,21.19,13.42,0.72
2013-06-29,43055.4520051,5309,8.109898663608966,25.17,251,13.17,0.32,4.28,1021.6,25.17,12.7,0.67,13.89,25.17,5.0,13.89,14.92,25.17,14.92,0.75
2013-06-30,44521.7790023,5265,8.456178348015195,19.78,262,9.34,0.44,3.94,1017.04,19.78,12.73,0.63,11.84,19.78,5.0,11.84,13.89,19.78,13.89,0.79
2013-07-01,43217.510999699996,5318,8.126647423787137,17.5,203,9.93,0.6,3.08,1011.64,17.5,13.13,0.72,14.31,17.5,5.0,14.31,11.84,17.5,11.84,0.82
2013-07-02,43793.8209955,5305,8.255197171630536,19.69,257,13.0,0.83,3.67,1008.35,19.69,11.86,0.79,12.48,19.69,5.0,12.48,14.31,19.69,14.31,0.85
2013-07-03,43263.6599992,5269,8.210981210704118,22.89,240,13.32,0.44,3.97,1019.37,22.89,11.93,0.76,12.63,22.89,5.0,12.63,12.48,22.89,12.48,0.88
2013-07-04,42640.2369981,5301,8.04381003548387,24.62,116,11.66,0.29,0.63,1028.43,24.62,13.18,0.65,13.48,24.62,6.0,13.48,12.63,24.62,12.63,0.91
2013-07-05,41230.602000499995,5166,7.9811463415602,26.47,113,12.57,0.12,1.34,1029.5,26.47,12.89,0.63,14.99,26.47,7.0,14.99,13.48,26.47,13.48,0.94
2013-07-06,42487.4780021,5305,8.008949670518378,27.28,71,13.97,0.12,2.5,1031.56,27.28,10.98,0.66,14.99,27.28,6.0,14.99,14.99,27.28,14.99,0.97
2013-07-07,44304.2939951,5303,8.354571750914577,25.18,54,12.9,0.14,3.92,1032.66,25.18,13.5,0.65,12.01,25.18,6.0,12.01,14.99,25.18,14.99,0.01
2013-07-08,42055.9819996,5273,7.975721979821733,25.61,51,8.84,0.13,3.27,1028.39,25.61,14.68,0.57,13.54,25.61,6.0,13.54,12.01,25.61,12.01,0.04
2013-07-09,41251.565996699996,5240,7.872436258912213,23.19,41,11.16,0.22,3.88,1025.5,23.19,13.39,0.64,11.99,23.19,6.0,11.99,13.36,23.19,13.36,0.07
2013-07-10,40795.4500014,5176,7.881655718972179,21.69,50,8.64,0.37,3.65,1025.45,21.69,13.94,0.64,12.01,21.69,6.0,12.01,11.99,21.69,11.99,0.1
2013-07-11,41232.305,5296,7.785556080060423,23.92,54,11.49,0.39,1.84,1025.08,23.92,13.73,0.7,15.01,23.92,6.0,15.01,12.01,23.92,12.01,0.13
2013-07-12,41443.2640024,5296,7.825389728549848,29.16,52,15.26,0.11,0.86,1023.97,29.24,12.65,0.67,17.28,29.24,7.0,17.28,15.01,29.16,15.01,0.16
2013-07-13,41978.3830028,5273,7.961005689891902,27.83,321,14.39,0.27,0.86,1023.66,27.83,12.5,0.61,17.96,27.83,5.0,17.96,17.28,27.83,17.28,0.2
2013-07-14,43635.3709994,5229,8.344878752992924,29.3,336,9.74,0.4,0.84,1023.14,29.3,14.66,0.45,17.03,29.3,5.0,17.03,17.96,29.3,17.96,0.23
2013-07-15,42576.152999,5276,8.069778809514784,29.2,187,13.56,0.46,0.48,1022.88,29.2,14.87,0.56,17.14,29.2,5.0,17.14,17.03,29.2,17.03,0.27
2013-07-16,41682.485001,5184,8.040602816550926,30.28,119,13.46,0.23,1.24,1023.84,30.28,14.52,0.54,17.5,30.28,6.0,17.5,17.14,30.28,17.14,0.3
2013-07-17,42754.500001299995,5285,8.089782403273414,27.56,65,13.54,0.18,3.24,1026.15,27.56,14.02,0.6,15.62,27.56,6.0,15.62,17.5,27.56,17.5,0.34
2013-07-18,42282.9140021,5287,7.997524872725553,27.27,70,12.44,0.18,4.26,1025.17,27.27,15.16,0.57,16.34,27.27,6.0,16.34,15.62,27.27,15.62,0.38
2013-07-19,41796.6840006,5299,7.887655029364031,22.49,63,14.4,0.51,4.37,1023.47,22.49,12.42,0.74,16.84,22.49,5.0,16.84,16.34,22.49,16.34,0.41
2013-07-20,42039.5339973,5234,8.032008788173481,26.03,70,14.71,0.51,3.44,1019.71,26.07,11.64,0.71,17.29,26.07,5.0,17.21,16.84,26.03,16.84,0.45
2013-07-21,43305.261998199996,5281,8.200201097935997,32.16,113,15.81,0.28,1.62,1016.02,32.16,11.3,0.63,19.64,32.16,4.0,19.29,17.21,32.16,17.29,0.48
2013-07-22,43268.143994499995,5280,8.194724241382575,27.13,147,17.61,0.37,1.84,1013.38,28.0,12.1,0.74,15.59,28.0,5.0,15.59,19.29,27.13,19.64,0.53
2013-07-23,43124.1129992,5233,8.240801261073953,26.24,231,14.13,0.34,3.59,1014.24,26.24,12.89,0.67,16.86,26.24,6.0,16.63,15.59,26.24,15.59,0.57
2013-07-24,41615.807998,5268,7.899735762718299,25.13,202,15.38,0.45,3.05,1012.93,25.13,12.1,0.74,15.26,25.13,4.0,15.26,16.63,25.13,16.86,0.6
2013-07-25,42041.4709964,5264,7.986601633054711,26.19,221,12.7,0.37,1.6,1012.42,26.19,13.2,0.62,14.82,26.19,4.0,14.82,15.26,26.19,15.26,0.64
2013-07-26,41160.3610033,5273,7.805871610714963,27.28,119,13.92,0.26,0.63,1006.91,27.37,11.96,0.68,15.34,27.37,6.0,15.34,14.82,27.28,14.82,0.67
2013-07-27,42678.0790024,5278,8.086032399090564,23.14,215,13.99,0.44,5.02,1006.68,23.14,11.72,0.73,16.48,23.14,6.0,16.48,15.34,23.14,15.34,0.71
2013-07-28,42756.890003,5204,8.216158724634896,22.36,216,14.19,0.55,5.42,1011.33,22.36,12.3,0.75,15.77,22.36,5.0,15.77,16.48,22.36,16.48,0.74
2013-07-29,41771.3250022,5276,7.917233700189537,20.91,219,15.21,0.49,3.99,1013.58,21.02,11.12,0.86,16.49,21.02,4.0,16.49,15.64,20.91,15.7,0.77
